cust_id,status,category,payment_method,E Mail,respond_to_discount,total_spent,total_discount_received,no_of_transactions,days_till_last_interaction,years_of_stay,age_binned_Children,age_binned_Younger_Age,age_binned_Middle_Age,age_binned_Old_age,Gender_F,Gender_M,Region_Midwest,Region_Northeast,Region_South,Region_West,cluster
72635,complete,Men's Fashion,easypay_voucher,tori.cicero@aol.com,1,712.01,67.79,7,266,7,0,0,1,0,1,0,0,0,0,1,1
72636,complete,Appliances,Easypay,lavern.jessie@shell.com,1,628.48,232.12,5,367,28,0,0,1,0,0,1,1,0,0,0,1
72637,complete,Appliances,easypay_voucher,hipolito.messersmith@yahoo.com,1,1800,240,4,373,15,0,0,1,0,0,1,0,0,1,0,1
72639,complete,Men's Fashion,Easypay,lillian.bugg@yahoo.com,1,455.2,113.8,5,373,7,0,0,1,0,1,0,0,0,1,0,1
72642,complete,Mobiles & Tablets,Easypay,shemika.hammel@shell.com,1,4520,1080,4,373,15,0,0,1,0,1,0,0,0,1,0,1
72643,complete,Appliances,easypay_voucher,darrick.astudillo@ntlworld.com,1,2797.2,450.8,6,370,7,0,0,0,1,0,1,0,1,0,0,1
72645,complete,Appliances,easypay_voucher,carolann.tussey@sbcglobal.net,1,1800,240,4,373,11,0,0,0,1,1,0,0,0,1,0,1
72647,complete,Mobiles & Tablets,Easypay,genaro.depuy@yahoo.com,1,2084.6,400,2,373,23,0,0,0,1,0,1,0,0,1,0,1
72649,complete,Health & Sports,Easypay,marquita.randles@gmail.com,1,1439.76,622.44,1,373,6,0,0,1,0,1,0,0,0,1,0,1
72650,complete,Appliances,easypay_voucher,margherita.kahl@gmail.com,1,1800,240,4,373,8,0,1,0,0,1,0,1,0,0,0,1
72654,complete,Appliances,easypay_voucher,kathlene.muhammad@sbcglobal.net,1,2638.8,393.2,4,373,7,0,0,0,1,1,0,0,0,0,1,1
72658,complete,Appliances,easypay_voucher,lashawn.vadnais@yahoo.com,1,1367.91,201.99,3,373,12,0,0,0,1,1,0,1,0,0,0,1
72659,complete,Appliances,Easypay,shantelle.verrill@hotmail.com,1,10395.78,1872.52,13,329,10,0,0,1,0,1,0,0,0,1,0,3
72661,complete,Mobiles & Tablets,Easypay,in.rusk@gmail.com,1,6516.7,900,1,373,31,0,0,1,0,1,0,1,0,0,0,1
72663,complete,Men's Fashion,easypay_voucher,burton.barrier@btinternet.com,1,801.45,73.75,4,364,22,0,1,0,0,0,1,1,0,0,0,1
72665,complete,Appliances,easypay_voucher,normand.skalski@sbcglobal.net,1,2868.8,350,2,373,4,0,1,0,0,0,1,0,0,1,0,1
72666,complete,Computing,Easypay,karren.arter@gmail.com,1,383.68,95.92,1,373,21,0,1,0,0,1,0,0,0,1,0,1
72667,complete,Women's Fashion,Easypay,florentino.pohlman@charter.net,1,289.78625,51.13875,3,370,10,0,1,0,0,0,1,0,1,0,0,1
72668,complete,Computing,Easypay,mona.knapp@gmail.com,1,1719.5,480,6,373,18,0,0,1,0,1,0,0,0,1,0,1
72671,complete,Appliances,Easypay,solomon.mcmullin@gmail.com,1,4011.2,1060.8,3,369,24,0,1,0,0,0,1,0,0,1,0,1
72673,complete,Appliances,Easypay,dong.ng@gmail.com,1,1681.92,545.48,2,373,6,0,1,0,0,0,1,1,0,0,0,1
72675,complete,Men's Fashion,easypay_voucher,ann.ellsworth@yahoo.ca,1,179.82,19.98,1,373,8,0,0,1,0,1,0,1,0,0,0,1
72678,complete,Women's Fashion,Easypay,marguerita.crawford@hotmail.com,1,207.84,51.96,1,373,6,0,0,0,1,1,0,1,0,0,0,1
72679,complete,Appliances,easypay_voucher,odette.menjivar@yahoo.com,1,3593.61,551.99,2,373,5,0,0,1,0,1,0,0,0,0,1,1
72680,complete,Appliances,easypay_voucher,jeneva.kincaid@gmail.com,1,790.47,117.83,6,371,11,0,0,1,0,1,0,0,0,1,0,1
72681,complete,Appliances,easypay_voucher,kenton.bramlett@msn.com,1,162,18,3,366,18,0,0,1,0,0,1,0,0,0,1,1
72683,complete,Men's Fashion,Easypay,geraldine.ransome@gmail.com,1,542.75,94.45,3,245,37,0,0,0,1,1,0,0,0,0,1,1
72684,complete,Appliances,easypay_voucher,esteban.wu@aol.com,1,3381.12,1018.08,4,373,4,0,0,1,0,0,1,0,0,0,1,1
72688,complete,Appliances,Easypay,robena.dickison@gmail.com,1,4237.335,856.765,9,371,5,0,0,1,0,1,0,1,0,0,0,1
72693,complete,Appliances,Easypay,kraig.cortright@gmail.com,1,8467.1,1979.9,9,148,8,0,0,1,0,0,1,0,1,0,0,3
72694,complete,Mobiles & Tablets,Easypay,edgar.mcguinness@gmail.com,1,2084.6,400,2,373,11,0,0,1,0,0,1,0,0,1,0,1
72697,complete,Appliances,easypay_voucher,piedad.reece@gmail.com,1,3381.12,1018.08,4,373,9,0,0,1,0,1,0,0,0,1,0,1
72703,complete,Appliances,Easypay,sean.oceguera@hotmail.com,1,1253.09,261.41,5,355,4,0,0,0,1,0,1,0,0,1,0,1
72707,complete,Computing,Easypay_MA,pamella.marlin@btinternet.com,1,40160.722,5210,13,369,20,0,0,1,0,1,0,0,1,0,0,0
72710,complete,Home & Living,easypay_voucher,helen.damron@aol.com,1,93.78,10.42,4,373,38,0,0,1,0,1,0,1,0,0,0,1
72712,complete,Mobiles & Tablets,easypay_voucher,randy.eppler@gmail.com,1,2495.7,350,1,373,16,0,0,0,1,0,1,0,0,1,0,1
72713,complete,Men's Fashion,Easypay_MA,shoshana.eley@yahoo.com,1,85.31,4.49,2,373,4,0,0,0,1,1,0,1,0,0,0,1
72715,complete,Men's Fashion,Easypay_MA,debby.hazlett@hotmail.com,1,121.32,13.48,4,194,10,0,0,1,0,1,0,1,0,0,0,1
72718,complete,Appliances,Easypay,lawana.lacefield@gmail.com,1,1586,440,2,373,18,0,0,1,0,1,0,1,0,0,0,1
72720,complete,Mobiles & Tablets,easypay_voucher,lenora.hutcheson@gmail.com,1,63,7,1,373,21,0,1,0,0,1,0,0,1,0,0,1
72721,complete,Mobiles & Tablets,Easypay,dale.thatcher@yahoo.com,1,6616.7,800,1,373,22,0,0,0,1,1,0,0,1,0,0,1
72723,complete,Mobiles & Tablets,Easypay,karissa.pollak@yahoo.com,1,6842.5,1207.5,6,373,6,0,1,0,0,1,0,0,0,0,1,1
72732,complete,Appliances,Easypay,evelia.popa@yahoo.com,1,5531.06,144.94,36,104,24,0,0,1,0,1,0,0,0,0,1,1
72734,complete,Appliances,Easypay,alaine.goforth@gmail.com,1,260.4,102.6,3,373,4,0,1,0,0,1,0,0,0,0,1,1
72743,complete,Appliances,Easypay,georgianne.fontanez@ntlworld.com,1,4631.3,650,3,373,22,0,0,0,1,1,0,0,0,1,0,1
72744,complete,Mobiles & Tablets,Easypay,doreen.esterly@gmail.com,1,115.2,28.8,1,373,6,0,1,0,0,1,0,1,0,0,0,1
72746,complete,Appliances,easypay_voucher,ezekiel.holtzclaw@aol.com,1,744.12,92.68,1,373,33,0,0,1,0,0,1,0,0,1,0,1
72754,complete,Mobiles & Tablets,Easypay,mellisa.mechling@aol.com,1,8960,2240,4,373,22,0,0,0,1,1,0,0,0,1,0,3
72756,complete,Appliances,Easypay,pia.marquart@aol.com,1,2213.385,449.515,21,274,5,0,0,0,1,1,0,0,1,0,0,1
72758,complete,Mobiles & Tablets,Easypay,cedrick.katz@gmail.com,1,6482.015,1143.885,5,369,7,0,0,0,1,0,1,0,0,1,0,1
72760,complete,Home & Living,Easypay,lamonica.bashaw@gmail.com,1,2289.04,435.96,9,370,8,0,0,1,0,1,0,0,0,0,1,1
72761,complete,Appliances,Easypay,dexter.rentz@earthlink.net,1,6018.08,787.22,5,364,22,0,1,0,0,0,1,1,0,0,0,1
72764,complete,Men's Fashion,Easypay,cornelius.prentiss@gmail.com,1,1856.24,466.16,19,350,13,0,0,1,0,0,1,0,0,1,0,1
72765,complete,Soghaat,Easypay,dustin.linde@aol.com,1,212.16,53.04,2,373,12,0,0,1,0,0,1,0,0,0,1,1
72772,complete,Kids & Baby,Easypay,luvenia.syed@yahoo.com,1,372.48,93.12,4,373,17,0,0,1,0,1,0,1,0,0,0,1
72773,complete,Entertainment,Easypay,sharita.rivenbark@yahoo.co.in,1,3376.235,719.965,7,334,12,0,1,0,0,1,0,0,0,1,0,1
72777,complete,Entertainment,Easypay,stanley.howery@gmail.com,1,4719.8,800,2,373,10,0,1,0,0,0,1,0,0,0,1,1
72778,complete,Mobiles & Tablets,Easypay,melvin.sunderland@gmail.com,1,108.96,27.24,1,373,4,0,0,1,0,1,0,0,0,0,1,1
72782,complete,Beauty & Grooming,Easypay,saran.feathers@yahoo.co.uk,1,672,168,1,373,6,0,0,1,0,1,0,0,0,0,1,1
72785,complete,Appliances,Easypay_MA,valentine.ro@walmart.com,1,685.8,106.2,3,373,10,0,0,1,0,0,1,1,0,0,0,1
72786,complete,Appliances,easypay_voucher,joshua.royall@shaw.ca,1,332.55,36.95,3,373,14,0,0,0,1,0,1,0,0,1,0,1
72793,complete,Mobiles & Tablets,easypay_voucher,bradley.locklear@yahoo.com,1,1197,203,1,373,8,0,0,1,0,0,1,1,0,0,0,1
72795,complete,Appliances,Easypay,lashawn.donlon@gmail.com,1,1178.08,319.52,3,370,10,0,0,1,0,1,0,0,0,0,1,1
72796,complete,Mobiles & Tablets,easypay_voucher,isaiah.zimmer@gmail.com,1,4788,812,4,373,5,0,0,0,1,0,1,0,0,1,0,1
72798,complete,Mobiles & Tablets,Easypay,marilu.kitts@gmail.com,1,3109.38,471.92,3,372,11,0,0,1,0,1,0,0,0,1,0,1
72802,complete,Computing,Easypay,tambra.ballantyne@gmail.com,1,3040,1000,3,373,8,0,0,1,0,1,0,0,0,0,1,1
72804,complete,Appliances,easypay_voucher,sharie.gilman@gmail.com,1,3381.12,1018.08,4,373,13,0,0,1,0,1,0,1,0,0,0,1
72806,complete,Mobiles & Tablets,Easypay,lino.maciejewski@ntlworld.com,1,3364.98,593.82,2,373,17,0,0,1,0,0,1,0,0,1,0,1
72809,complete,Mobiles & Tablets,easypay_voucher,eugenio.rivas@gmail.com,1,2706.12,430.68,3,373,14,0,1,0,0,0,1,0,1,0,0,1
72811,complete,Appliances,easypay_voucher,tania.king@gmail.com,1,2456.9,275,3,373,8,0,0,1,0,1,0,0,0,0,1,1
72814,complete,Mobiles & Tablets,easypay_voucher,lieselotte.rencher@ibm.com,1,1118.07,124.23,1,373,5,0,0,0,1,1,0,0,0,0,1,1
72816,complete,Mobiles & Tablets,Easypay,deanne.pappas@gmail.com,1,18379.61,3960.19,12,282,6,0,0,1,0,1,0,1,0,0,0,3
72817,complete,Entertainment,Easypay,darrick.kinsler@shaw.ca,1,1844,300,1,373,15,0,0,0,1,0,1,0,0,0,1,1
72818,complete,Appliances,easypay_voucher,kelley.kilburn@msn.com,1,8573.024,1659.776,8,282,12,0,0,1,0,0,1,1,0,0,0,3
72819,complete,Mobiles & Tablets,Easypay,susana.feemster@gmail.com,1,743.2,100,1,373,13,0,0,1,0,1,0,0,1,0,0,1
72820,complete,Appliances,easypay_voucher,graham.huls@shaw.ca,1,1158.79,213.11,5,197,5,0,1,0,0,0,1,0,1,0,0,1
72821,complete,Appliances,easypay_voucher,joe.hipp@microsoft.com,1,1097.91,201.99,1,373,27,0,0,1,0,0,1,1,0,0,0,1
72824,complete,Entertainment,Easypay,chastity.qualls@apple.com,1,1804.3,553.7,2,373,9,0,0,1,0,1,0,0,1,0,0,1
72825,complete,Computing,Easypay,danny.kester@gmail.com,1,4011.5,670,2,367,6,0,0,0,1,0,1,0,0,0,1,1
72827,complete,Mobiles & Tablets,easypay_voucher,magda.drury@verizon.net,1,1690.56,307.84,1,373,12,0,0,0,1,1,0,0,0,1,0,1
72829,complete,Appliances,easypay_voucher,noel.roberson@yahoo.com,1,525.15,68.35,1,373,6,0,0,1,0,0,1,1,0,0,0,1
72830,complete,Computing,Easypay,timothy.larosa@hotmail.com,1,3628.8,1107.2,4,373,14,0,1,0,0,1,0,0,0,1,0,1
72847,complete,Appliances,easypay_voucher,olivia.carrick@gmail.com,1,2241.1,335.4,2,372,17,0,0,1,0,1,0,0,0,0,1,1
72850,complete,Mobiles & Tablets,easypay_voucher,sherise.sanderlin@gmail.com,1,4111.2,600,2,371,28,0,0,1,0,1,0,0,0,1,0,1
72855,complete,Mobiles & Tablets,Easypay,ronnie.pierro@aol.com,1,12316.5,2173.5,10,370,24,0,0,1,0,0,1,1,0,0,0,3
72856,complete,Appliances,Easypay,peg.laplant@yahoo.com,1,1639.68,559.92,2,373,5,0,1,0,0,1,0,1,0,0,0,1
72858,complete,Entertainment,Easypay,danielle.locker@yahoo.com,1,5950,1400,7,372,14,0,0,1,0,1,0,0,0,0,1,1
72860,complete,Men's Fashion,Easypay,shaina.mcneese@hotmail.com,1,359.77,19.96,10,317,16,0,0,0,1,1,0,1,0,0,0,1
72868,complete,Appliances,easypay_voucher,woodrow.urich@gmail.com,1,467.91,81.99,1,373,11,0,0,1,0,0,1,1,0,0,0,1
72869,complete,Appliances,easypay_voucher,cletus.wooden@yahoo.ca,1,26283.39,2984.26,49,110,13,0,1,0,0,0,1,0,1,0,0,0
72875,complete,Appliances,Easypay,norris.severe@btinternet.com,1,1166.24,379.06,5,373,14,0,1,0,0,0,1,0,0,1,0,1
72878,complete,Appliances,Easypay,erik.purdue@sbcglobal.net,1,2178.56,894.64,16,348,6,0,0,1,0,0,1,0,0,1,0,1
72885,complete,Mobiles & Tablets,Easypay,lee.tittle@verizon.net,1,4590,1010,5,373,13,0,0,0,1,0,1,1,0,0,0,1
72886,complete,Appliances,easypay_voucher,cornelius.olivarria@gmail.com,1,153.9,37.1,1,373,4,0,1,0,0,0,1,1,0,0,0,1
72892,complete,Men's Fashion,easypay_voucher,krystal.gudino@rediffmail.com,1,524.25,58.25,5,371,31,0,0,1,0,1,0,0,0,0,1,1
72894,complete,Computing,Easypay,boyd.borgman@yahoo.com,1,709.9,120,1,373,11,0,0,0,1,0,1,0,0,1,0,1
72896,complete,Mobiles & Tablets,easypay_voucher,ellsworth.parshall@hotmail.com,1,709.29,159.11,1,373,8,0,0,0,1,0,1,1,0,0,0,1
72897,complete,Computing,Easypay,jonie.east@cox.net,1,3628.8,1107.2,4,373,6,0,1,0,0,1,0,0,0,0,1,1
72901,complete,Appliances,easypay_voucher,clair.oliveri@btinternet.com,1,467.91,81.99,1,373,6,0,0,1,0,0,1,0,1,0,0,1
72903,complete,Mobiles & Tablets,Easypay,elmo.mirabal@exxonmobil.com,1,1887.5,300,2,370,5,0,1,0,0,0,1,0,0,1,0,1
72908,complete,Men's Fashion,Easypay,emilio.boggess@gmail.com,1,1895.955,218.145,4,370,13,0,0,1,0,0,1,0,1,0,0,1
72911,complete,Computing,Easypay,earnest.ruffin@aol.com,1,3628.8,1107.2,4,373,33,0,1,0,0,0,1,0,0,1,0,1
72913,complete,Mobiles & Tablets,Easypay_MA,reta.espiritu@hotmail.com,1,5409.81,672.69,4,373,7,0,0,0,1,1,0,0,1,0,0,1
72918,complete,Mobiles & Tablets,Easypay,kris.mulvaney@hotmail.com,1,1779.4,200,1,373,7,0,0,0,1,0,1,0,0,1,0,1
72922,complete,Mobiles & Tablets,easypay_voucher,andrea.meserve@hotmail.com,1,3627.1,600,6,102,6,0,0,1,0,0,1,0,0,1,0,1
72924,complete,Men's Fashion,Easypay,david.buker@gmail.com,1,79.84,19.96,1,373,25,0,0,1,0,0,1,0,0,1,0,1
72928,complete,Mobiles & Tablets,easypay_voucher,solange.bigelow@aol.com,1,3595.3,740,2,373,15,0,0,1,0,1,0,1,0,0,0,1
72929,complete,Mobiles & Tablets,Easypay,yi.chitwood@gmail.com,1,2361.18,554.72,2,373,13,0,0,0,1,1,0,0,0,1,0,1
72930,complete,Appliances,Easypay_MA,rosario.kutcher@yahoo.com,1,6370,700,4,247,8,0,1,0,0,0,1,0,0,1,0,1
72933,complete,Appliances,easypay_voucher,santos.marek@aol.com,1,12361.19,1684.31,12,301,13,0,0,1,0,0,1,0,1,0,0,3
72935,complete,Mobiles & Tablets,easypay_voucher,jacqulyn.tippett@gmail.com,1,13341.23,1905.17,6,319,5,0,0,0,1,1,0,0,1,0,0,3
72937,complete,Entertainment,easypay_voucher,dalton.wester@btinternet.com,1,2773,320,1,373,6,0,0,1,0,0,1,0,0,1,0,1
72938,complete,Appliances,easypay_voucher,rhiannon.stubblefield@rediffmail.com,1,929.43,183.57,1,373,7,0,0,0,1,1,0,0,0,1,0,1
72944,complete,Men's Fashion,Easypay,ayesha.pospisil@hotmail.com,1,3251.87,854.63,22,196,29,0,0,0,1,1,0,1,0,0,0,1
72947,complete,Mobiles & Tablets,easypay_voucher,arcelia.arnold@exxonmobil.com,1,9867.87,546.13,17,206,30,0,1,0,0,1,0,0,0,1,0,3
72949,complete,Computing,Easypay,cecil.buss@gmail.com,1,798.7,120,1,373,36,0,1,0,0,0,1,0,1,0,0,1
72957,complete,Men's Fashion,Easypay,betsey.shippy@outlook.com,1,1280.8,320.2,5,372,6,0,0,1,0,1,0,1,0,0,0,1
72965,complete,Men's Fashion,easypay_voucher,chrystal.oconner@gmail.com,1,98.82,10.98,2,373,27,0,0,1,0,1,0,1,0,0,0,1
72970,complete,Computing,Easypay,magan.league@gmail.com,1,2481.345,614.355,3,373,6,0,0,1,0,1,0,0,0,1,0,1
72971,complete,Men's Fashion,Easypay,daren.holt@gmail.com,1,446.8608,111.7152,4,373,21,0,0,0,1,0,1,1,0,0,0,1
72972,complete,Computing,Easypay,melvin.haak@charter.net,1,1536,484,4,373,13,0,0,1,0,0,1,1,0,0,0,1
72976,complete,Computing,easypay_voucher,alta.randall@gmail.com,1,570.5,174.5,1,373,41,0,0,1,0,1,0,0,0,0,1,1
72981,complete,Mobiles & Tablets,Easypay,hershel.downey@yahoo.com,1,6784.02,1553.78,6,258,14,0,0,1,0,0,1,1,0,0,0,1
72986,complete,Women's Fashion,Easypay,mika.lapp@shell.com,1,3311.525,547.175,46,369,22,0,0,1,0,1,0,0,0,0,1,1
72989,complete,Appliances,Easypay,donnell.pippin@hotmail.com,1,6560.98,2682.62,6,373,31,0,0,1,0,0,1,0,0,0,1,1
72990,complete,Computing,easypay_voucher,damian.boyles@bp.com,1,570.5,174.5,1,373,12,0,0,0,1,0,1,0,1,0,0,1
72991,complete,Mobiles & Tablets,easypay_voucher,maryanne.degraffenreid@aol.com,1,4788,812,4,373,5,0,0,1,0,1,0,1,0,0,0,1
72992,complete,Appliances,easypay_voucher,drucilla.ream@hotmail.com,1,845.28,254.52,1,373,21,0,0,1,0,1,0,0,0,1,0,1
72994,complete,Beauty & Grooming,easypay_voucher,shawana.etheredge@microsoft.com,1,562.29,58.51,8,372,21,0,0,1,0,1,0,0,1,0,0,1
72995,complete,Entertainment,Easypay,myles.freitag@yahoo.com,1,879,300,1,373,4,0,0,1,0,0,1,1,0,0,0,1
72999,complete,Mobiles & Tablets,easypay_voucher,edwin.wise@hotmail.com,1,8765.088,1398.112,12,204,7,0,0,1,0,0,1,0,0,0,1,3
73001,complete,Appliances,easypay_voucher,earleen.horrell@hotmail.com,1,1565.82,283.98,2,373,16,0,1,0,0,1,0,0,0,0,1,1
73003,complete,Mobiles & Tablets,easypay_voucher,etha.bear@hotmail.com,1,2445.4,400.3,1,373,9,0,0,1,0,1,0,0,0,1,0,1
73005,complete,Women's Fashion,easypay_voucher,johnson.hallberg@ibm.com,1,223.65,24.85,1,373,19,0,1,0,0,0,1,1,0,0,0,1
73009,complete,Computing,Easypay,graham.scull@msn.com,1,4919.72,1059.48,4,371,19,0,0,1,0,0,1,1,0,0,0,1
73010,complete,Mobiles & Tablets,easypay_voucher,zena.gerstner@hotmail.com,1,4788,812,4,373,4,0,1,0,0,1,0,0,1,0,0,1
73011,complete,Computing,easypay_voucher,taren.seiber@gmail.com,1,2358.3,350,1,373,18,0,0,1,0,1,0,1,0,0,0,1
73012,complete,Mobiles & Tablets,easypay_voucher,ina.austria@hotmail.com,1,1118.07,124.23,1,373,8,0,1,0,0,1,0,0,0,1,0,1
73013,complete,Appliances,easypay_voucher,athena.frisby@gmail.com,1,4816.2,488.5,7,359,6,0,0,1,0,1,0,1,0,0,0,1
73014,complete,Women's Fashion,Easypay,shakita.jenks@rediffmail.com,1,63.84,15.96,1,373,34,0,0,0,1,1,0,0,0,0,1,1
73016,complete,Appliances,easypay_voucher,nobuko.galusha@verizon.net,1,5423.51,731.99,3,373,14,0,0,0,1,1,0,0,0,1,0,1
73023,complete,Mobiles & Tablets,Easypay,chris.bays@msn.com,1,2260,540,2,373,5,0,0,1,0,0,1,0,0,1,0,1
73026,complete,Mobiles & Tablets,easypay_voucher,aldo.yeager@yahoo.com,1,2068.11,445.69,5,373,19,0,1,0,0,0,1,1,0,0,0,1
73032,complete,Mobiles & Tablets,Easypay,luci.waldroup@yahoo.ca,1,122.5,17.5,2,370,5,0,1,0,0,1,0,1,0,0,0,1
73035,complete,Computing,Easypay,paz.dance@bp.com,1,361.74,32.96,3,371,19,0,0,0,1,1,0,0,0,1,0,1
73038,complete,Mobiles & Tablets,Easypay,alyson.speciale@shaw.ca,1,1705.3,320,2,259,28,0,0,0,1,1,0,0,0,0,1,1
73039,complete,Mobiles & Tablets,easypay_voucher,edmund.dicarlo@hotmail.com,1,4788,812,4,373,4,0,0,1,0,0,1,1,0,0,0,1
73041,complete,Men's Fashion,easypay_voucher,chauncey.barco@walmart.com,1,614.726,14.394,9,350,9,0,0,1,0,0,1,1,0,0,0,1
73042,complete,Appliances,easypay_voucher,norberto.janelle@verizon.net,1,5107.3,600,2,373,8,0,1,0,0,0,1,0,0,0,1,1
73044,complete,Computing,Easypay,salvatore.cammack@cox.net,1,272.8,68.2,1,373,14,0,1,0,0,0,1,0,1,0,0,1
73046,complete,Mobiles & Tablets,easypay_voucher,joey.rall@gmail.com,1,9930,3222.5,11,180,4,0,0,1,0,0,1,0,0,0,1,3
73049,complete,Mobiles & Tablets,easypay_voucher,rhonda.mazzella@exxonmobil.com,1,1449,161,1,373,5,0,1,0,0,1,0,1,0,0,0,1
73051,complete,Mobiles & Tablets,easypay_voucher,daryl.laughlin@hotmail.com,1,894.69,159.41,1,373,4,0,1,0,0,0,1,0,0,1,0,1
73053,complete,Appliances,easypay_voucher,shyla.pottorff@verizon.net,1,2324,270,1,373,20,0,0,0,1,1,0,0,1,0,0,1
73054,complete,Mobiles & Tablets,Easypay,ross.bowlin@gmail.com,1,12644.9,2180,7,372,14,0,0,1,0,0,1,0,1,0,0,3
73055,complete,Mobiles & Tablets,Easypay,della.beacham@gmail.com,1,15146.23,4311.87,10,354,6,0,1,0,0,1,0,0,0,0,1,3
73058,complete,Appliances,Easypay,dario.hernadez@rediffmail.com,1,6381.92,2879.28,5,373,16,0,0,1,0,0,1,0,1,0,0,1
73060,complete,Appliances,Easypay,gearldine.breunig@ntlworld.com,1,1381.44,357.76,9,367,11,0,0,1,0,1,0,0,0,1,0,1
73063,complete,Appliances,Easypay,claude.bos@gmail.com,1,790.4,222.6,1,373,9,0,0,1,0,0,1,1,0,0,0,1
73066,complete,Home & Living,Easypay_MA,mitchell.desimone@gmail.com,1,180.72,20.08,3,369,6,0,0,1,0,1,0,1,0,0,0,1
73074,complete,Mobiles & Tablets,easypay_voucher,marissa.machado@gmail.com,1,3658.6,560,2,372,26,0,0,1,0,1,0,0,0,1,0,1
73076,complete,Appliances,Easypay,tyrone.gaughan@gmail.com,1,281.69,49.71,2,368,23,0,0,0,1,0,1,0,0,0,1,1
73080,complete,Men's Fashion,Easypay_MA,garry.pak@aol.com,1,321.66,82.44,6,357,6,0,0,1,0,0,1,1,0,0,0,1
73081,complete,Mobiles & Tablets,Easypay_MA,roger.hulbert@yahoo.com,1,3381.12,615.68,2,373,32,0,0,1,0,0,1,1,0,0,0,1
73082,complete,Appliances,easypay_voucher,emmett.sabella@hotmail.com,1,4270.95,724.55,4,372,14,0,0,0,1,0,1,1,0,0,0,1
73084,complete,Appliances,Easypay,jerilyn.crumley@charter.net,1,6096.11,998.99,10,370,17,0,1,0,0,1,0,0,0,1,0,1
73085,complete,Appliances,Easypay,clarice.funchess@hotmail.com,1,30604.336,6331.164,33,106,9,0,1,0,0,1,0,1,0,0,0,0
73087,complete,Appliances,easypay_voucher,francesca.lavallie@gmail.com,1,3687.57,1011.83,4,373,24,0,0,0,1,1,0,0,0,1,0,1
73090,complete,Entertainment,easypay_voucher,kraig.ruley@exxonmobil.com,1,17180.12,2171.68,8,369,22,0,0,1,0,0,1,1,0,0,0,3
73092,complete,Men's Fashion,Easypay,kirsten.cordon@aol.com,1,1835.52,458.88,12,373,16,0,1,0,0,1,0,0,0,0,1,1
73095,complete,Mobiles & Tablets,easypay_voucher,lilly.dorsch@gmail.com,1,581.28,14.62,4,291,11,0,0,1,0,1,0,1,0,0,0,1
73097,complete,Men's Fashion,Easypay,monty.holeman@msn.com,1,463.36,115.84,6,370,36,0,0,1,0,0,1,1,0,0,0,1
73098,complete,Mobiles & Tablets,Easypay,isaac.twyman@gmail.com,1,8220.8,1370,5,373,12,0,0,1,0,0,1,0,1,0,0,3
73099,complete,Appliances,easypay_voucher,vicente.woolf@yahoo.co.in,1,946.98,265.82,1,373,20,0,1,0,0,0,1,0,0,1,0,1
73100,complete,Appliances,easypay_voucher,lupe.kimmel@yahoo.com,1,1093.81,85.99,2,372,4,0,0,0,1,0,1,0,0,1,0,1
73106,complete,Appliances,Easypay,kayleigh.nicosia@yahoo.com,1,4657,1134,7,196,8,0,0,0,1,1,0,1,0,0,0,1
73108,complete,Mobiles & Tablets,Easypay,odis.maxie@gmail.com,1,2650.04,545.06,10,286,21,0,0,1,0,0,1,0,0,1,0,1
73110,complete,Mobiles & Tablets,easypay_voucher,nicole.rutledge@earthlink.net,1,4606.92,993.08,4,373,5,0,0,0,1,1,0,0,0,1,0,1
73112,complete,Appliances,Easypay,dewayne.pierre@hotmail.com,1,6892.4,2481.8,4,372,6,0,1,0,0,0,1,1,0,0,0,1
73114,complete,Beauty & Grooming,Easypay,eartha.lyons@hotmail.com,1,239.84,59.96,1,373,7,0,1,0,0,1,0,1,0,0,0,1
73122,complete,Men's Fashion,easypay_voucher,marci.derryberry@gmail.com,1,1728.63,241.97,5,327,9,0,0,1,0,1,0,1,0,0,0,1
73123,complete,Appliances,easypay_voucher,sammy.rosenblatt@yahoo.com,1,157.86,37.54,2,373,36,0,0,0,1,0,1,0,0,1,0,1
73126,complete,Entertainment,easypay_voucher,hector.nealy@rediffmail.com,1,10027.1,1200,4,373,19,0,0,0,1,0,1,0,1,0,0,3
73131,complete,Entertainment,easypay_voucher,leona.warf@msn.com,1,3389.22,426.58,2,372,34,0,0,1,0,1,0,1,0,0,0,1
73133,complete,Mobiles & Tablets,easypay_voucher,tommy.duran@microsoft.com,1,18108.536,2745.064,15,208,21,0,0,1,0,1,0,0,0,1,0,3
73136,complete,Men's Fashion,Easypay_MA,alex.haggerty@aol.com,1,188.73,20.97,3,370,14,0,1,0,0,0,1,0,1,0,0,1
73140,complete,Mobiles & Tablets,Easypay,eva.hubbard@msn.com,1,10966.72,3127.18,8,372,4,0,0,1,0,1,0,0,0,0,1,3
73143,complete,Appliances,Easypay,alan.mccullough@aol.com,1,382.56,95.64,1,373,19,0,0,0,1,0,1,0,0,0,1,1
73144,complete,Entertainment,easypay_voucher,devon.moles@shaw.ca,1,4919.8,600,2,373,7,0,0,1,0,0,1,1,0,0,0,1
73151,complete,Appliances,easypay_voucher,deshawn.barrios@yahoo.com,1,5105.02,963.98,6,373,8,0,0,1,0,0,1,0,1,0,0,1
73152,complete,Appliances,easypay_voucher,marita.meidinger@aol.com,1,138.24,35.36,1,373,5,0,0,0,1,1,0,1,0,0,0,1
