cust_id,status,E Mail,respond_to_discount,total_spent,total_discount_received,no_of_transactions,days_till_last_interaction,years_of_stay,age_binned_Children,age_binned_Younger_Age,age_binned_Middle_Age,age_binned_Old_age,Gender_F,Gender_M,Region_Midwest,Region_Northeast,Region_South,Region_West,cluster
74847,complete,rufus.hawthorne@yahoo.co.uk,1,1349.91,149.99,1,371,14,0,0,1,0,0,1,0,1,0,0,1
74850,complete,scarlet.burroughs@gmail.com,1,1097.55,172.25,1,371,7,0,0,1,0,1,0,0,0,1,0,1
74851,complete,alfonso.mcgough@hotmail.com,1,1887.5,300,1,371,20,0,0,0,1,0,1,0,0,1,0,1
74858,complete,franklyn.theus@gmail.com,1,833.52,165.88,4,370,6,0,0,0,1,0,1,0,1,0,0,1
74864,complete,jesus.mcauley@hotmail.com,1,2650,300,1,371,6,0,0,1,0,0,1,1,0,0,0,1
74866,complete,chi.tannenbaum@bp.com,1,1185.84,191.76,3,371,4,0,0,0,1,0,1,0,0,0,1,1
74871,complete,monty.rhoades@gmail.com,1,885.6,158.4,3,371,37,0,0,0,1,0,1,0,0,1,0,1
74878,complete,randolph.gerling@comcast.net,1,469.66,129.94,2,371,13,0,0,1,0,0,1,0,0,1,0,1
74881,complete,johnny.plyler@sbcglobal.net,1,596.785,105.315,1,371,11,0,0,1,0,0,1,0,0,1,0,1
74882,complete,chaya.washburn@gmail.com,1,15477.64002,2875.55998,11,369,9,0,0,0,1,1,0,0,0,1,0,3
74884,complete,angelo.barksdale@ibm.com,1,1097.82,121.98,1,371,10,0,0,0,1,0,1,1,0,0,0,1
74886,complete,dale.corpus@gmail.com,1,12247.533,1690,19,106,18,0,0,1,0,0,1,0,0,1,0,3
74887,complete,nicky.legault@gmail.com,1,3219.56075,635.23425,5,369,22,0,0,1,0,0,1,0,0,0,1,1
74888,complete,katerine.mathews@aol.com,1,1577.43,23.07,4,365,15,0,0,1,0,1,0,0,0,1,0,1
74895,complete,leslie.hartsell@gmail.com,1,3453.84,503.76,4,371,8,0,0,0,1,0,1,0,0,0,1,1
74896,complete,celestine.murawski@aol.com,1,11713.4,1294,30,180,16,0,0,0,1,1,0,1,0,0,0,3
74899,complete,pablo.dick@yahoo.ca,1,19792.6,2980,9,370,7,0,0,1,0,0,1,0,0,1,0,3
74900,complete,fredrick.blose@yahoo.com,1,161.76,77.94,1,371,7,0,0,1,0,0,1,0,0,1,0,1
74905,complete,daryl.stroh@gmail.com,1,1064.8,160,9,342,5,0,0,1,0,0,1,0,1,0,0,1
74907,complete,humberto.troiano@gmail.com,1,4788,812,4,371,5,0,0,1,0,0,1,0,0,1,0,1
74913,complete,noma.stagner@yahoo.com,1,3453.84,503.76,4,371,8,0,1,0,0,1,0,1,0,0,0,1
74916,complete,clyde.legault@shaw.ca,1,1509.91,149.99,2,325,16,0,0,1,0,0,1,0,0,0,1,1
74917,complete,riva.mooneyhan@hotmail.com,1,8960,2240,4,371,27,0,0,0,1,1,0,1,0,0,0,3
74918,complete,catrina.spinella@hotmail.com,1,127.33,22.47,1,371,16,0,0,1,0,1,0,1,0,0,0,1
74920,complete,darell.narron@ibm.com,1,4378.14,666.46,4,371,21,0,1,0,0,0,1,0,0,0,1,1
74921,complete,chance.halpern@yahoo.co.uk,1,3368.91,412.34,12,180,19,0,1,0,0,0,1,1,0,0,0,1
74924,complete,otha.mclaughlin@hotmail.com,1,159.84,39.96,1,371,13,0,0,0,1,1,0,0,0,1,0,1
74932,complete,elba.trisler@outlook.com,1,704.48,176.12,1,371,9,0,0,1,0,1,0,1,0,0,0,1
74935,complete,bernie.martin@bp.com,1,535.84,83.96,2,286,11,0,1,0,0,1,0,0,0,1,0,1
74936,complete,brittaney.piotrowski@hotmail.com,1,864,146,2,369,8,0,0,0,1,1,0,0,0,0,1,1
74941,complete,kimiko.erhart@gmail.com,1,1419.12,257.68,4,371,6,0,0,1,0,1,0,0,0,0,1,1
74943,complete,bulah.coombs@aol.com,1,1154.169,270.731,15,371,11,0,0,1,0,1,0,1,0,0,0,1
74947,complete,terrell.mattox@aol.com,1,170.482,18.943,6,370,17,0,0,1,0,0,1,1,0,0,0,1
74948,complete,latrisha.hargraves@cox.net,1,3163.02,558.18,4,371,31,0,0,1,0,1,0,0,0,1,0,1
74949,complete,wendie.south@btinternet.com,1,3578.76,637.64,4,371,30,0,0,0,1,1,0,0,0,0,1,1
74951,complete,marshall.oconnell@gmail.com,1,1799.65,329.35,70,367,10,0,0,0,1,0,1,1,0,0,0,1
74956,complete,gonzalo.maniscalco@yahoo.com,1,43213.295,8355.105,15,343,29,0,0,1,0,0,1,0,0,0,1,0
74958,complete,marceline.terrazas@yahoo.ca,1,2699.82,299.98,2,369,14,0,0,0,1,1,0,0,0,1,0,1
74959,complete,titus.brassard@gmail.com,1,3578.76,637.64,4,371,20,0,0,1,0,0,1,1,0,0,0,1
74961,complete,kirby.oliva@gmail.com,1,952.8,260,3,371,4,0,0,1,0,1,0,0,0,1,0,1
74963,complete,marcelene.kemper@ibm.com,1,4788,812,4,371,23,0,0,1,0,1,0,0,0,1,0,1
74965,complete,tina.oakes@shaw.ca,1,116.82,12.98,2,371,14,0,0,0,1,1,0,0,0,0,1,1
74971,complete,audry.dillman@aol.com,1,152.88,50.72,3,371,7,0,0,0,1,1,0,1,0,0,0,1
74973,complete,lupe.dimas@aol.com,1,4788,812,4,371,40,0,0,1,0,0,1,0,0,1,0,1
74977,complete,lara.yeager@aol.com,1,1653.31,98.29,5,187,35,0,0,0,1,1,0,0,0,0,1,1
74983,complete,ona.harbuck@gmail.com,1,1214.55,134.95,1,371,30,0,0,0,1,1,0,0,0,0,1,1
74988,complete,kati.lively@shaw.ca,1,646.4,161.6,6,370,30,0,0,1,0,1,0,0,1,0,0,1
74989,complete,willis.passarelli@msn.com,1,3095.73,363.97,3,371,29,0,0,1,0,0,1,0,0,1,0,1
74995,complete,janeen.perry@gmail.com,1,79.84,19.96,1,371,15,0,1,0,0,1,0,0,0,1,0,1
74996,complete,angelo.bowes@gmail.com,1,1411.368,561.532,11,371,17,0,0,1,0,0,1,0,0,1,0,1
75002,complete,isreal.gillard@gmail.com,1,215.84,53.96,3,370,7,0,0,1,0,0,1,0,1,0,0,1
75007,complete,emil.winder@gmail.com,1,4788,812,4,371,7,0,0,1,0,0,1,0,1,0,0,1
75012,complete,renaldo.keyes@gmail.com,1,1651.5,183.5,1,371,11,0,0,0,1,0,1,0,0,1,0,1
75017,complete,noel.redinger@gmail.com,1,4472.28,496.92,4,371,7,0,0,1,0,1,0,0,1,0,0,1
75019,complete,ezra.ridlon@gmail.com,1,960.544,193.786,9,369,15,0,0,1,0,0,1,0,0,1,0,1
75025,complete,dong.lykins@hotmail.co.uk,1,1197,203,1,371,30,0,1,0,0,0,1,1,0,0,0,1
75033,complete,assunta.luz@gmail.com,1,4908.2,426.8,5,371,11,0,0,0,1,1,0,0,0,1,0,1
75036,complete,shana.tillis@gmail.com,1,671.68,167.92,2,371,15,0,0,1,0,1,0,0,1,0,0,1
75041,complete,hildegarde.farias@gmail.com,1,2147.48,329.32,6,370,4,0,1,0,0,1,0,0,0,1,0,1
75054,complete,cristin.madison@gmail.com,1,6418.2,1981.8,3,371,28,0,0,0,1,1,0,0,1,0,0,1
75056,complete,anderson.eurich@gmail.com,1,1762.495,244.905,20,356,20,0,0,1,0,0,1,1,0,0,0,1
75060,complete,ernest.newsome@exxonmobil.com,1,1317.96,226.44,4,371,17,0,0,1,0,0,1,0,0,1,0,1
75064,complete,nova.brewton@hotmail.com,1,4606.92,993.08,4,371,30,0,1,0,0,1,0,0,1,0,0,1
75065,complete,jaunita.sackett@aol.com,1,967,220,2,371,32,0,0,1,0,1,0,1,0,0,0,1
75066,complete,adolph.jeppesen@yahoo.com,1,456.3,70.2,7,166,15,0,0,1,0,0,1,1,0,0,0,1
75069,complete,ollie.shillings@yahoo.com,1,392.987,43.666,21,369,24,0,0,1,0,1,0,1,0,0,0,1
75071,complete,reed.vanderhoff@gmail.com,1,3245.67,756.53,5,371,27,0,0,1,0,0,1,0,1,0,0,1
75072,complete,wesley.prosperie@hotmail.com,1,1250.13,25.47,20,104,18,0,0,1,0,0,1,1,0,0,0,1
75075,complete,thurman.peres@shell.com,1,7587.43,1112.57,8,370,6,0,0,0,1,0,1,0,0,1,0,1
75076,complete,von.annis@yahoo.com,1,2934,426,7,369,33,0,1,0,0,0,1,0,0,0,1,1
75083,complete,wilbert.negri@yahoo.com,1,1651.5,183.5,2,371,18,0,1,0,0,0,1,0,0,0,1,1
75097,complete,chuck.covert@hotmail.com,1,1489.02,299.88,6,334,15,0,0,1,0,0,1,0,0,0,1,1
75099,complete,claris.sasaki@yahoo.co.uk,1,760,190,1,371,18,0,1,0,0,1,0,0,0,1,0,1
75102,complete,marlin.coddington@btinternet.com,1,2650,300,1,371,13,0,1,0,0,0,1,0,1,0,0,1
75103,complete,reyes.tarantino@yahoo.co.uk,1,44.91,4.99,1,371,4,0,0,0,1,0,1,1,0,0,0,1
75107,complete,regan.blecha@gmail.com,1,4246,680,6,370,31,0,0,1,0,1,0,0,0,1,0,1
75108,complete,marcell.thorne@ntlworld.com,1,457.2,100.8,1,371,32,0,0,0,1,1,0,1,0,0,0,1
75112,complete,martin.tee@ibm.com,1,7530,1560,7,369,6,0,1,0,0,0,1,0,0,1,0,1
75113,complete,edgar.stancil@yahoo.com,1,1196.91,132.99,1,371,19,0,0,0,1,0,1,0,1,0,0,1
75114,complete,eneida.kidwell@gmail.com,1,2236.14,248.46,2,371,5,0,0,1,0,1,0,0,0,1,0,1
75117,complete,nigel.honig@charter.net,1,6136.815,1794.685,5,371,7,0,0,1,0,0,1,0,0,1,0,1
75118,complete,lee.farish@hotmail.co.uk,1,24850.024,4214.576,17,196,4,0,0,1,0,1,0,1,0,0,0,0
75122,complete,nicholas.buchanon@gmail.com,1,18852.6,3050.6,4,369,31,0,0,1,0,0,1,0,0,1,0,3
75124,complete,carley.nam@gmail.com,1,4788,812,4,371,6,0,0,0,1,1,0,1,0,0,0,1
75125,complete,cynthia.heide@gmail.com,1,3367.09,508.61,7,194,6,0,0,0,1,1,0,0,0,1,0,1
75133,complete,omer.guion@hotmail.com,1,2303.46,496.54,2,371,5,0,0,1,0,0,1,0,0,1,0,1
75135,complete,annabelle.dayton@charter.net,1,523.84,130.96,6,371,9,0,1,0,0,1,0,1,0,0,0,1
75137,complete,alma.durocher@hotmail.co.uk,1,4788,812,4,371,40,0,0,1,0,1,0,0,1,0,0,1
75146,complete,kristopher.stahl@exxonmobil.com,1,1197,203,1,371,5,0,0,0,1,0,1,1,0,0,0,1
75147,complete,gregorio.fitzgerald@aol.com,1,1456.32,362.88,3,371,5,0,1,0,0,0,1,0,0,0,1,1
75148,complete,stacy.jimison@gmail.com,1,359.2,89.8,4,371,13,0,0,1,0,0,1,0,0,1,0,1
75154,complete,ailene.vesely@aol.com,1,922.05,152.45,1,371,5,0,0,0,1,1,0,0,1,0,0,1
75156,complete,curt.mallard@yahoo.com,1,3453.84,503.76,4,371,10,0,0,1,0,0,1,0,0,1,0,1
75164,complete,kaitlin.tran@yahoo.com,1,596,149,1,371,12,0,0,1,0,1,0,0,0,1,0,1
75165,complete,hwa.blosser@hotmail.com,1,14739.18,4235.22,7,368,8,0,0,1,0,1,0,1,0,0,0,3
75168,complete,newton.vela@cox.net,1,3968.28,520.92,4,371,4,0,1,0,0,0,1,1,0,0,0,1
75169,complete,verlie.matis@gmail.com,1,2139.4,660.6,1,371,4,0,1,0,0,1,0,0,0,0,1,1
75175,complete,mattie.fessenden@msn.com,1,6729.96,1187.64,4,371,9,0,1,0,0,1,0,0,0,0,1,1
75177,complete,aldo.rackers@yahoo.com,1,2662.74,415.86,4,371,11,0,0,0,1,0,1,1,0,0,0,1
75179,complete,peggie.moyer@gmail.com,1,18101.2,2033.1,21,157,11,0,0,0,1,1,0,0,0,0,1,3
75184,complete,ty.brandon@bellsouth.net,1,1197,203,2,371,11,0,1,0,0,0,1,1,0,0,0,1
75187,complete,marinda.boerger@gmail.com,1,110.415,19.485,1,371,4,0,0,0,1,1,0,0,1,0,0,1
75189,complete,inell.cardoza@shell.com,1,3687.595,279.98,16,354,19,0,0,0,1,1,0,0,1,0,0,1
75190,complete,jermaine.hagar@ibm.com,1,37957.45,4738.35,18,271,5,0,0,1,0,0,1,0,0,1,0,0
75191,complete,kandace.yorke@gmail.com,1,3968.28,520.92,4,371,10,0,0,1,0,1,0,0,1,0,0,1
75196,complete,gil.varghese@gmail.com,1,127.84,31.96,1,371,5,0,0,0,1,0,1,0,1,0,0,1
75197,complete,lane.letchworth@aol.com,1,616.18,62.92,4,366,7,0,0,1,0,0,1,0,1,0,0,1
75208,complete,bradly.semon@walmart.com,1,537.48,160.32,3,371,10,0,0,0,1,0,1,0,0,1,0,1
75217,complete,glynda.vargo@yahoo.com,1,2195.01,323.89,2,371,17,0,0,1,0,1,0,0,0,1,0,1
75230,complete,tifany.ice@rediffmail.com,1,2643.84,313.76,11,369,10,0,0,0,1,1,0,0,0,1,0,1
75235,complete,edwina.kiernan@sbcglobal.net,1,674.46,114.94,8,367,6,0,1,0,0,1,0,1,0,0,0,1
75237,complete,janina.mccreery@btinternet.com,1,2033.7,488.3,2,371,18,0,0,0,1,1,0,0,0,1,0,1
75242,complete,jeramy.lambrecht@outlook.com,1,10600,1200,4,371,12,0,0,1,0,0,1,1,0,0,0,3
75243,complete,virgen.czech@rediffmail.com,1,3046.05,548.45,3,371,8,0,0,1,0,1,0,0,0,1,0,1
75245,complete,ross.pinzon@bellsouth.net,1,3577.29,560.21,6,276,8,0,0,0,1,0,1,0,0,0,1,1
75252,complete,todd.cunha@gmail.com,1,101.49,17.91,4,369,8,0,0,1,0,0,1,0,1,0,0,1
75254,complete,rod.shuman@rediffmail.com,1,4234.7,1069,18,370,9,0,0,0,1,0,1,0,0,0,1,1
75256,complete,frankie.gwin@aol.com,1,5256.78,39.52,3,272,16,0,1,0,0,0,1,0,0,1,0,1
75257,complete,kisha.devault@gmail.com,1,13550,1200,5,371,24,0,1,0,0,1,0,0,0,1,0,3
75259,complete,verla.cole@gmail.com,1,1127.575,404.575,10,368,4,0,0,1,0,1,0,1,0,0,0,1
75263,complete,joshua.venegas@shaw.ca,1,8888.4,1320,4,371,13,0,0,1,0,0,1,1,0,0,0,3
75268,complete,brigid.bugarin@yahoo.com,1,10600,1200,4,371,27,0,0,1,0,1,0,0,0,0,1,3
75270,complete,virgil.behrens@hotmail.com,1,2145.3,490,3,352,26,0,1,0,0,1,0,0,0,1,0,1
75276,complete,tommie.mcgee@hotmail.com,1,10600,1200,4,371,9,0,0,1,0,1,0,0,0,0,1,3
75278,complete,rickie.quiroga@gmail.com,1,618.08,154.52,1,371,12,0,0,1,0,1,0,0,1,0,0,1
75280,complete,mary.lobdell@btinternet.com,1,1349.91,149.99,1,371,9,0,0,0,1,0,1,0,0,1,0,1
75281,complete,vasiliki.rahn@gmail.com,1,3544.425,446.475,9,248,10,0,0,1,0,1,0,1,0,0,0,1
75285,complete,jacquelyn.fitzsimmons@gmail.com,1,351.04,87.76,4,371,5,0,1,0,0,1,0,1,0,0,0,1
75286,complete,terry.burroughs@aol.com,1,10600,1200,4,371,14,0,0,1,0,0,1,0,0,0,1,3
75287,complete,iesha.cork@gmail.com,1,2904.04,876.16,8,367,13,0,1,0,0,1,0,0,0,0,1,1
75289,complete,albert.swoboda@yahoo.com,1,687.84,171.96,1,371,12,0,0,1,0,1,0,1,0,0,0,1
75300,complete,arie.bangert@gmail.com,1,431.26,37.94,8,353,22,0,0,0,1,1,0,1,0,0,0,1
75302,complete,nancee.mitchum@hotmail.com,1,10600,1200,4,371,11,0,1,0,0,1,0,0,1,0,0,3
75304,complete,juanita.wolken@aol.com,1,337.23,57.47,1,371,6,0,0,1,0,1,0,0,1,0,0,1
75308,complete,jacob.digby@gmail.com,1,3006.01,348.89,5,371,23,0,0,1,0,0,1,0,0,1,0,1
75309,complete,joseph.micheals@btinternet.com,1,191.744,47.936,1,371,28,0,1,0,0,0,1,1,0,0,0,1
75315,complete,dwayne.leibowitz@gmail.com,1,2184.515,393.785,9,366,24,0,0,1,0,0,1,0,0,1,0,1
75318,complete,taren.wimbish@gmail.com,1,10600,1200,4,371,16,0,0,1,0,1,0,0,1,0,0,3
75334,complete,helga.costales@bp.com,1,357.44,139.36,1,371,14,0,0,1,0,1,0,0,0,0,1,1
75337,complete,stan.shinault@yahoo.com,1,2495.7,350,1,371,10,0,0,1,0,0,1,0,0,0,1,1
75342,complete,shayne.krantz@aol.com,1,5300,600,2,371,15,0,1,0,0,0,1,1,0,0,0,1
75345,complete,alton.morelli@gmail.com,1,96.48,24.12,1,371,40,0,0,1,0,0,1,0,0,1,0,1
75347,complete,cherilyn.durand@aol.com,1,215.3,10,5,336,5,0,0,0,1,1,0,0,0,0,1,1
75349,complete,wilton.feinstein@gmail.com,1,479.84,119.96,1,371,14,0,0,1,0,0,1,0,0,0,1,1
75350,complete,casey.schaper@hotmail.com,1,365.075,64.425,1,371,12,0,1,0,0,1,0,0,0,1,0,1
75356,complete,mike.claiborne@aol.com,1,13605.1,1533.9,8,366,40,0,1,0,0,0,1,0,1,0,0,3
75364,complete,jeanine.tarry@gmail.com,1,239.44,72.36,1,371,7,0,1,0,0,1,0,0,0,1,0,1
75365,complete,miguelina.callender@gmail.com,1,5300,600,2,371,18,0,0,1,0,1,0,0,0,0,1,1
75368,complete,albertina.lueras@gmail.com,1,380.16,95.04,3,367,11,0,0,1,0,1,0,0,1,0,0,1
75371,complete,jamie.crumb@gmail.com,1,46069.86,4935.14,21,257,12,0,0,1,0,0,1,0,0,1,0,0
75373,complete,mohamed.longoria@hotmail.com,1,518.76,87.64,1,371,10,0,0,0,1,0,1,1,0,0,0,1
75374,complete,ronnie.pearl@cox.net,1,5668.61,1268.99,6,370,6,0,0,0,1,0,1,1,0,0,0,1
75379,complete,maile.schofield@gmail.com,1,364.89,35.61,8,350,8,0,0,1,0,1,0,1,0,0,0,1
75384,complete,mason.eisenman@msn.com,1,8279.8,1000,4,369,13,0,1,0,0,0,1,0,0,0,1,3
75392,complete,karly.harpe@charter.net,1,472.325,67.475,2,371,17,0,0,0,1,1,0,0,0,1,0,1
75399,complete,abe.mccalla@cox.net,1,2641,819,4,369,8,0,1,0,0,0,1,1,0,0,0,1
75405,complete,korey.guillermo@yahoo.co.in,1,511.16,78.64,2,371,8,0,0,1,0,0,1,1,0,0,0,1
75406,complete,harvey.vanderburg@gmail.com,1,18860.7,4012.4,11,200,13,0,0,1,0,0,1,1,0,0,0,3
75408,complete,larita.nagy@yahoo.ca,1,1304.55,195.25,1,371,4,0,0,1,0,1,0,0,0,1,0,1
75422,complete,jordon.geter@cox.net,1,10424.5,600,8,259,4,0,1,0,0,0,1,0,0,0,1,3
75435,complete,charlie.tubbs@gmail.com,1,16344.211,3897.589,9,227,9,0,0,0,1,0,1,0,1,0,0,3
75437,complete,elke.jowett@hotmail.com,1,788.34,100,4,340,18,0,0,1,0,1,0,0,0,1,0,1
75440,complete,murray.tober@msn.com,1,814.725,143.775,3,369,8,0,0,0,1,0,1,1,0,0,0,1
75452,complete,kym.mcdougall@rediffmail.com,1,1862.91,206.99,2,370,14,0,1,0,0,1,0,0,0,1,0,1
75453,complete,alfonzo.largent@comcast.net,1,10600,1200,8,285,23,0,0,1,0,0,1,0,0,1,0,3
75469,complete,gregory.staley@charter.net,1,3453.84,503.76,4,371,33,0,0,1,0,1,0,1,0,0,0,1
75484,complete,harold.gifford@gmail.com,1,3453.84,503.76,4,370,20,0,0,1,0,1,0,1,0,0,0,1
75485,complete,jarod.exley@gmail.com,1,2026.4,360.3,2,370,11,0,0,1,0,0,1,1,0,0,0,1
75490,complete,joshua.dixion@walmart.com,1,17500.1,4750,2,369,12,0,0,1,0,0,1,0,1,0,0,3
75491,complete,zachariah.katzer@hotmail.com,1,588.672,147.168,4,370,19,0,0,0,1,0,1,0,1,0,0,1
75496,complete,elroy.treece@hotmail.com,1,3031,530,8,370,7,0,1,0,0,0,1,0,1,0,0,1
75498,complete,rueben.elliot@yahoo.com,1,3371.39729,580.82371,22,370,18,0,0,1,0,0,1,0,1,0,0,1
75500,complete,joeann.howie@btinternet.com,1,2312.14,527.96,6,186,27,0,0,1,0,1,0,1,0,0,0,1
75501,complete,billie.beller@comcast.net,1,1294.96,258.84,6,313,5,0,1,0,0,0,1,1,0,0,0,1
75502,complete,stuart.bunger@gmail.com,1,3453.84,503.76,4,370,6,0,0,0,1,0,1,1,0,0,0,1
75503,complete,gisele.defoor@aol.com,1,264.9,20,2,355,11,0,0,1,0,1,0,1,0,0,0,1
75511,complete,israel.gove@gmail.com,1,7950,900,4,370,32,0,1,0,0,0,1,1,0,0,0,3
75517,complete,dudley.santo@gmail.com,1,3453.84,503.76,4,370,23,0,0,0,1,0,1,0,0,1,0,1
75521,complete,devon.muhammad@aol.com,1,2152.2,379.8,2,370,5,0,0,1,0,0,1,0,0,1,0,1
75525,complete,gabriela.tilly@gmail.com,1,169.915,29.985,1,370,10,0,0,1,0,1,0,0,0,1,0,1
75527,complete,alma.ivie@yahoo.com,1,190.74,33.66,4,370,6,0,0,0,1,1,0,0,1,0,0,1
75528,complete,stanford.kirkpatrick@gmail.com,1,5155.498,731.485,2,370,5,0,0,1,0,0,1,0,0,0,1,1
75529,complete,kieth.nowakowski@exxonmobil.com,1,8799.8,1200,7,208,4,0,0,1,0,0,1,0,0,1,0,3
75532,complete,nakesha.roepke@earthlink.net,1,5198.41,723.89,7,201,6,0,0,1,0,1,0,0,0,1,0,1
75533,complete,merrill.gammage@gmail.com,1,10600,1200,8,285,20,0,0,1,0,0,1,0,0,0,1,3
75542,complete,nu.qualls@gmail.com,1,4877,1058,10,369,15,0,1,0,0,1,0,0,1,0,0,1
75544,complete,timmy.caggiano@bellsouth.net,1,773.99,194.61,2,166,9,0,0,0,1,0,1,0,1,0,0,1
75546,complete,fatima.raminez@yahoo.com,1,5300,600,6,285,20,0,0,1,0,1,0,0,0,1,0,1
75547,complete,chase.clinkscales@aol.com,1,7650.235,2774.465,3,368,14,0,0,1,0,0,1,0,1,0,0,3
75548,complete,cris.hambleton@aol.com,1,219.8,60,2,369,28,0,0,1,0,1,0,0,0,1,0,1
75549,complete,ebonie.abercrombie@yahoo.com,1,107.82,31.98,1,370,18,0,0,1,0,1,0,1,0,0,0,1
75551,complete,kasey.saunders@ibm.com,1,6976.816,939.184,6,282,19,0,1,0,0,0,1,0,0,1,0,1
75553,complete,corey.stegman@gmail.com,1,153.9,37.1,1,370,5,0,1,0,0,0,1,1,0,0,0,1
75554,complete,gerry.segars@earthlink.net,1,2227.4,82.5,3,102,6,0,0,1,0,0,1,0,0,1,0,1
75560,complete,fae.willey@gmail.com,1,5725.555,168.445,9,367,22,0,0,0,1,1,0,0,0,0,1,1
75563,complete,meridith.benito@walmart.com,1,4865.79,833.71,6,327,5,0,0,1,0,1,0,0,0,0,1,1
75573,complete,tamesha.furst@yahoo.com,1,5091.6,700,2,370,8,0,0,1,0,1,0,0,0,1,0,1
75576,complete,jeannetta.cleaver@hotmail.com,1,4788,812,4,370,13,0,0,1,0,1,0,1,0,0,0,1
75589,complete,jeanetta.lyda@gmail.com,1,2650,300,1,370,10,0,0,1,0,1,0,1,0,0,0,1
75590,complete,mckinley.raff@gmail.com,1,4788,812,4,370,12,0,0,0,1,0,1,1,0,0,0,1
75592,complete,stephane.vesely@aol.com,1,899.64,506.16,6,370,4,0,1,0,0,1,0,0,1,0,0,1
75593,complete,lawerence.bischof@yahoo.com,1,3092.64,43.86,4,180,28,0,0,1,0,0,1,0,1,0,0,1
75595,complete,arnoldo.mao@gmail.com,1,4788,812,4,370,9,0,0,1,0,0,1,1,0,0,0,1
75597,complete,kendall.pettry@gmail.com,1,960.3,106.7,1,370,26,0,0,0,1,0,1,0,0,0,1,1
75598,complete,duncan.struthers@bellsouth.net,1,42.16,7.44,2,370,27,0,0,0,1,0,1,0,0,1,0,1
75600,complete,moses.dutcher@gmail.com,1,7026.236,1133.364,8,208,15,0,0,0,1,0,1,0,1,0,0,1
75608,complete,margurite.marine@bellsouth.net,1,339.66,37.74,6,370,12,0,0,0,1,1,0,1,0,0,0,1
75626,complete,daisey.ivie@gmail.com,1,4801.79,357.21,5,369,14,0,0,1,0,1,0,1,0,0,0,1
75630,complete,billie.hedgepeth@yahoo.com,1,4829.64,489.96,5,370,28,0,0,1,0,0,1,1,0,0,0,1
75638,complete,laurie.urbina@hotmail.com,1,1747.71,294.19,2,370,7,0,1,0,0,1,0,0,1,0,0,1
75642,complete,carrol.platz@ntlworld.com,1,63,7,1,370,30,0,0,1,0,0,1,0,0,1,0,1
75646,complete,jesse.linderman@gmail.com,1,6283.89,1523.21,5,370,7,0,0,0,1,1,0,0,0,1,0,1
75653,complete,georgine.hearn@gmail.com,1,107.82,31.98,1,370,4,0,1,0,0,1,0,1,0,0,0,1
75655,complete,johnie.marconi@yahoo.com,1,437.44,31.96,5,370,15,0,0,1,0,1,0,0,0,1,0,1
75659,complete,rocio.belew@yahoo.ca,1,681.445,27.555,10,143,4,0,0,0,1,1,0,0,0,0,1,1
75663,complete,hosea.salas@yahoo.ca,1,2962.44,1077.86,6,369,23,0,0,1,0,0,1,0,0,1,0,1
75671,complete,rufus.pillar@yahoo.com,1,1547.7,332.3,1,370,5,0,0,1,0,0,1,0,1,0,0,1
75674,complete,michell.vidaurri@yahoo.com,1,16181.3,1850,2,368,4,0,1,0,0,1,0,0,1,0,0,3
75678,complete,lorrine.tirrell@bp.com,1,3111,600,2,370,31,0,0,0,1,1,0,0,0,1,0,1
75681,complete,logan.garlick@gmail.com,1,542.26,89.14,5,368,19,0,1,0,0,0,1,0,0,1,0,1
75682,complete,sharyn.garrison@gmail.com,1,1928.8,201,3,370,9,0,0,1,0,1,0,0,0,0,1,1
75686,complete,jessie.adamek@hotmail.com,1,1206,134,1,370,31,0,0,1,0,0,1,0,0,0,1,1
75694,complete,rolanda.pardee@hotmail.com,1,361.43,17.97,6,370,26,0,0,0,1,1,0,1,0,0,0,1
75696,complete,houston.sollars@gmail.com,1,493.6,123.4,3,369,11,0,1,0,0,0,1,0,0,1,0,1
75700,complete,clayton.saleem@gmail.com,1,3381.5,400,1,370,6,0,1,0,0,0,1,0,0,1,0,1
75704,complete,mac.massaro@yahoo.com,1,4508.1,250.3,6,194,20,0,0,0,1,0,1,0,0,1,0,1
75705,complete,jeanice.petterson@hotmail.com,1,684.99,144.41,2,370,6,0,0,1,0,1,0,0,1,0,0,1
75707,complete,zola.salo@aol.com,1,16201.452,4146.548,37,180,16,0,0,1,0,1,0,0,0,0,1,3
75708,complete,eliseo.bencomo@exxonmobil.com,1,8666.83,1737.97,10,173,25,0,0,1,0,0,1,0,0,1,0,3
75716,complete,david.aldaco@aol.com,1,1249,340,1,370,10,0,0,1,0,0,1,0,0,1,0,1
75720,complete,lynnette.authement@gmail.com,1,989.01,159.89,1,370,39,0,0,1,0,1,0,0,0,1,0,1
75721,complete,dolly.whitner@gmail.com,1,5928.76,1090.04,8,301,15,0,1,0,0,1,0,0,0,0,1,1
75722,complete,hanh.logsdon@shaw.ca,1,2434.76,339.74,5,340,26,0,1,0,0,1,0,1,0,0,0,1
75727,complete,miquel.riles@aol.com,1,1436.415,253.485,1,370,16,0,0,0,1,0,1,0,0,0,1,1
75730,complete,rosario.hull@gmail.com,1,1200.19,204.11,11,281,7,0,0,1,0,0,1,0,0,1,0,1
75737,complete,shizue.fisk@gmail.com,1,6074.25,750.75,5,370,12,0,1,0,0,1,0,0,0,1,0,1
75738,complete,raeann.disalvo@gmail.com,1,149.94,16.66,2,370,17,0,1,0,0,1,0,1,0,0,0,1
